employee_id,employee_code,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,branch_id,department,designation,manager_id,joining_date,experience_years,salary,employment_type,performance_rating,employee_status
1436,BKAIEMP221173,Chandresh,Kale,Chandresh Kale,Male,1992-07-12,chandresh.kale1436@bankai.com,4538109794,21,Corporate Banking,Relationship Manager,1407.0,2012-07-07,9,71877,Permanent,4.2,Active
1437,BKAIEMP221565,Lakshit,Shroff,Lakshit Shroff,Male,1998-07-11,lakshit.shroff1437@bankai.com,9872649632,49,Risk Management,Operations Executive,215.0,2022-07-05,5,35921,Permanent,4.0,Active
1438,BKAIEMP896867,Yug,Misra,Yug Misra,Male,1977-07-16,yug.misra1438@bankai.com,2404326118,32,Operations,Cashier,1276.0,2020-07-05,33,26213,Permanent,3.0,Active
1439,BKAIEMP577462,Gopal,Mody,Gopal Mody,Male,1986-07-14,gopal.mody1439@bankai.com,8616307028,100,Human Resources,Branch Manager,,2023-07-05,11,109612,Permanent,3.2,Active
1440,BKAIEMP755725,Ayaan,Doshi,Ayaan Doshi,Male,1972-07-17,ayaan.doshi1440@bankai.com,0953662195,18,Finance,Sales Executive,18.0,2008-07-08,25,51788,Permanent,2.8,Active
1441,BKAIEMP834659,Alexander,Anne,Alexander Anne,Male,1982-07-15,alexander.anne1441@bankai.com,7795001732,45,Risk Management,Branch Manager,,2024-07-04,12,175872,Permanent,4.8,Active
1442,BKAIEMP963495,Agastya,Shenoy,Agastya Shenoy,Male,2004-07-09,agastya.shenoy1442@bankai.com,9713072211,100,Corporate Banking,Cashier,469.0,2012-07-07,31,28887,Permanent,3.0,Active
1443,BKAIEMP421855,Ansh,Upadhyay,Ansh Upadhyay,Male,1997-07-11,ansh.upadhyay1443@bankai.com,1672210454,28,Retail Banking,Customer Service Executive,532.0,2024-07-04,24,30117,Permanent,5.0,Active
1444,BKAIEMP602593,Christopher,Ganesh,Christopher Ganesh,Male,1991-07-13,christopher.ganesh1444@bankai.com,7074436023,72,Compliance,Cashier,570.0,2025-07-04,10,30451,Permanent,2.7,Active
1445,BKAIEMP532371,Hiral,Patel,Hiral Patel,Female,1991-07-13,hiral.patel1445@bankai.com,1602523941,17,Loans,Cashier,577.0,2010-07-08,1,28507,Permanent,3.2,Active
1446,BKAIEMP332612,Madhavi,Mody,Madhavi Mody,Female,1987-07-14,madhavi.mody1446@bankai.com,7269032655,5,Operations,Operations Executive,121.0,2023-07-05,0,30552,Permanent,4.8,Active
1447,BKAIEMP486469,Wahab,Rege,Wahab Rege,Male,1978-07-16,wahab.rege1447@bankai.com,7948024559,40,Information Technology,Credit Analyst,133.0,2015-07-07,28,79020,Permanent,4.4,Active
1448,BKAIEMP363487,Rayaan,Bansal,Rayaan Bansal,Male,1975-07-17,rayaan.bansal1448@bankai.com,1191589126,14,Loans,Sales Executive,515.0,2012-07-07,15,44227,Permanent,2.6,Active
1449,BKAIEMP140611,Samuel,Kumer,Samuel Kumer,Male,1992-07-12,samuel.kumer1449@bankai.com,8686237600,4,Risk Management,Sales Executive,1135.0,2019-07-06,7,33289,Permanent,3.2,Active
1450,BKAIEMP670816,Nachiket,Shan,Nachiket Shan,Male,2005-07-09,nachiket.shan1450@bankai.com,0837819190,67,Corporate Banking,Cashier,1373.0,2015-07-07,2,39672,Permanent,4.0,Active
1451,BKAIEMP585968,Dhruv,Chada,Dhruv Chada,Male,2000-07-10,dhruv.chada1451@bankai.com,4006983692,26,Human Resources,Cashier,87.0,2013-07-07,3,39842,Permanent,2.6,Active
1452,BKAIEMP478662,Liam,Zachariah,Liam Zachariah,Male,1972-07-17,liam.zachariah1452@bankai.com,8647082139,36,Compliance,Clerk,615.0,2020-07-05,18,28563,Permanent,4.3,Active
1453,BKAIEMP653776,Laksh,Sankaran,Laksh Sankaran,Male,1983-07-15,laksh.sankaran1453@bankai.com,2021237205,58,Risk Management,Relationship Manager,1441.0,2013-07-07,34,61630,Permanent,3.0,Active
1454,BKAIEMP736446,Ikbal,Agate,Ikbal Agate,Male,1980-07-15,ikbal.agate1454@bankai.com,0088634673,21,Compliance,Clerk,521.0,2013-07-07,12,28449,Permanent,2.9,Active
1455,BKAIEMP833455,Aarnav,Aggarwal,Aarnav Aggarwal,Male,1975-07-17,aarnav.aggarwal1455@bankai.com,1416009169,3,Retail Banking,Loan Officer,118.0,2018-07-06,8,61409,Permanent,2.8,Active
1456,BKAIEMP933726,Yug,Jaggi,Yug Jaggi,Male,1998-07-11,yug.jaggi1456@bankai.com,9897906085,7,Compliance,Assistant Manager,1206.0,2011-07-08,4,81841,Permanent,4.8,Active
1457,BKAIEMP670297,Unnati,Srinivasan,Unnati Srinivasan,Female,1970-07-18,unnati.srinivasan1457@bankai.com,6300099843,9,Information Technology,Loan Officer,1434.0,2006-07-09,15,52665,Permanent,3.3,Active
1458,BKAIEMP144351,Chasmum,Konda,Chasmum Konda,Female,1989-07-13,chasmum.konda1458@bankai.com,1181519854,79,Information Technology,Loan Officer,1028.0,2025-07-04,11,54505,Permanent,4.0,Active
1459,BKAIEMP616763,Nilima,Doctor,Nilima Doctor,Female,1991-07-13,nilima.doctor1459@bankai.com,3401535346,83,Corporate Banking,Sales Executive,407.0,2012-07-07,33,49343,Permanent,2.8,Active
1460,BKAIEMP530846,Naveen,Prashad,Naveen Prashad,Male,1981-07-15,naveen.prashad1460@bankai.com,4946672010,13,Loans,Operations Executive,443.0,2011-07-08,6,39393,Contract,3.7,Active
1461,BKAIEMP558116,Abhiram,Dewan,Abhiram Dewan,Male,1994-07-12,abhiram.dewan1461@bankai.com,8223879402,27,Human Resources,Sales Executive,1372.0,2008-07-08,20,49500,Permanent,3.9,Active
1462,BKAIEMP846048,Oscar,Tella,Oscar Tella,Male,1989-07-13,oscar.tella1462@bankai.com,7452735364,22,Risk Management,Sales Executive,1353.0,2022-07-05,4,30862,Permanent,2.6,Active
1463,BKAIEMP193347,Vasana,Badal,Vasana Badal,Female,1979-07-16,vasana.badal1463@bankai.com,4129182851,8,Loans,Sales Executive,1354.0,2026-07-04,6,50670,Permanent,4.1,Active
1464,BKAIEMP346636,Bhavya,Goda,Bhavya Goda,Female,1982-07-15,bhavya.goda1464@bankai.com,5904610079,88,Information Technology,Clerk,1171.0,2010-07-08,5,31756,Permanent,5.0,Active
1465,BKAIEMP566046,Libni,Sandhu,Libni Sandhu,Female,2004-07-09,libni.sandhu1465@bankai.com,0012838271,94,Human Resources,Credit Analyst,1032.0,2006-07-09,5,88512,Contract,4.8,Active
1466,BKAIEMP518383,Irya,Datta,Irya Datta,Female,1989-07-13,irya.datta1466@bankai.com,1512048507,39,Human Resources,Sales Executive,284.0,2021-07-05,34,54832,Permanent,4.9,Active
1467,BKAIEMP698828,Isaac,Kuruvilla,Isaac Kuruvilla,Male,1977-07-16,isaac.kuruvilla1467@bankai.com,6042276346,65,Finance,Operations Executive,897.0,2026-07-04,14,47665,Permanent,4.5,Active
1468,BKAIEMP798964,Chaitanya,Natarajan,Chaitanya Natarajan,Male,2000-07-10,chaitanya.natarajan1468@bankai.com,0573472435,24,Operations,Cashier,779.0,2008-07-08,30,27789,Permanent,3.5,Active
1469,BKAIEMP623957,Yatan,Rout,Yatan Rout,Male,1968-07-18,yatan.rout1469@bankai.com,2512726708,35,Loans,Clerk,1229.0,2013-07-07,32,31169,Permanent,2.9,Active
1470,BKAIEMP796866,Parth,Ratta,Parth Ratta,Male,2002-07-10,parth.ratta1470@bankai.com,2419768784,35,Retail Banking,Clerk,1206.0,2015-07-07,30,25757,Permanent,3.1,Active
1471,BKAIEMP547898,Vinaya,Buch,Vinaya Buch,Female,2003-07-10,vinaya.buch1471@bankai.com,9035006184,64,Human Resources,Cashier,1316.0,2019-07-06,22,30800,Permanent,4.2,Active
1472,BKAIEMP471240,Matthew,Dhingra,Matthew Dhingra,Male,1999-07-11,matthew.dhingra1472@bankai.com,3543404668,100,Compliance,Loan Officer,1190.0,2006-07-09,24,61093,Permanent,4.1,Active
1473,BKAIEMP975651,Chameli,Nayar,Chameli Nayar,Female,1966-07-19,chameli.nayar1473@bankai.com,4952549206,49,Risk Management,Operations Executive,1120.0,2019-07-06,18,53604,Permanent,4.0,Active
1474,BKAIEMP565511,David,Chaudhuri,David Chaudhuri,Male,2005-07-09,david.chaudhuri1474@bankai.com,3881827306,20,Human Resources,Loan Officer,693.0,2023-07-05,4,60292,Permanent,5.0,Active
1475,BKAIEMP388586,Pahal,Mani,Pahal Mani,Female,1971-07-18,pahal.mani1475@bankai.com,1884968066,70,Loans,Sales Executive,1.0,2010-07-08,26,48804,Contract,4.4,Active
1476,BKAIEMP743909,Chandran,Chaudhuri,Chandran Chaudhuri,Male,2003-07-10,chandran.chaudhuri1476@bankai.com,2125434123,56,Loans,Operations Executive,530.0,2014-07-07,14,45713,Permanent,5.0,Active
1477,BKAIEMP753513,Atharv,Mukhopadhyay,Atharv Mukhopadhyay,Male,2001-07-10,atharv.mukhopadhyay1477@bankai.com,0372186003,12,Customer Service,Assistant Manager,152.0,2020-07-05,1,87187,Permanent,4.7,Inactive
1478,BKAIEMP960617,Charles,Sekhon,Charles Sekhon,Male,1992-07-12,charles.sekhon1478@bankai.com,1140034713,92,Risk Management,Customer Service Executive,222.0,2019-07-06,10,31990,Permanent,3.5,Active
1479,BKAIEMP436821,Viraj,Sachdeva,Viraj Sachdeva,Male,1970-07-18,viraj.sachdeva1479@bankai.com,1625908419,66,Corporate Banking,Loan Officer,821.0,2016-07-06,16,36437,Permanent,3.4,Active
1480,BKAIEMP230620,Omya,Patla,Omya Patla,Female,1966-07-19,omya.patla1480@bankai.com,1137535821,13,Risk Management,Cashier,652.0,2006-07-09,16,26034,Permanent,4.2,Active
1481,BKAIEMP592879,Zarna,Sawhney,Zarna Sawhney,Female,1975-07-17,zarna.sawhney1481@bankai.com,7279037161,96,Corporate Banking,Cashier,1057.0,2022-07-05,4,33476,Permanent,3.9,Active
1482,BKAIEMP520169,Christopher,Singhal,Christopher Singhal,Male,1976-07-16,christopher.singhal1482@bankai.com,2399647718,71,Loans,Customer Service Executive,199.0,2018-07-06,0,27608,Permanent,3.5,Active
1483,BKAIEMP752788,Ishaan,Baria,Ishaan Baria,Male,1994-07-12,ishaan.baria1483@bankai.com,6810248085,51,Risk Management,Loan Officer,543.0,2009-07-08,20,62668,Permanent,3.8,Active
1484,BKAIEMP830311,Amol,Aurora,Amol Aurora,Male,1966-07-19,amol.aurora1484@bankai.com,4432362216,71,Compliance,Clerk,639.0,2010-07-08,25,28244,Permanent,4.2,Active
1485,BKAIEMP942613,Rayaan,Pandey,Rayaan Pandey,Male,2002-07-10,rayaan.pandey1485@bankai.com,4670675169,15,Corporate Banking,Customer Service Executive,1257.0,2022-07-05,20,44631,Permanent,2.6,Active
1486,BKAIEMP828515,Qabil,Dhar,Qabil Dhar,Male,2003-07-10,qabil.dhar1486@bankai.com,5016426107,45,Corporate Banking,Cashier,145.0,2011-07-08,24,27575,Permanent,4.3,Active
1487,BKAIEMP946729,Qabil,Batra,Qabil Batra,Male,1980-07-15,qabil.batra1487@bankai.com,2431983924,27,Risk Management,Operations Executive,644.0,2019-07-06,35,43460,Contract,4.1,Active
1488,BKAIEMP497392,Bachittar,Kannan,Bachittar Kannan,Male,1974-07-17,bachittar.kannan1488@bankai.com,0416910530,1,Retail Banking,Cashier,51.0,2007-07-09,3,43756,Permanent,2.8,Active
1489,BKAIEMP494616,Balendra,Purohit,Balendra Purohit,Male,1981-07-15,balendra.purohit1489@bankai.com,5864633953,88,Customer Service,Relationship Manager,1141.0,2007-07-09,18,73502,Permanent,3.5,Active
1490,BKAIEMP430036,Chakradhar,Aggarwal,Chakradhar Aggarwal,Male,1978-07-16,chakradhar.aggarwal1490@bankai.com,0147642789,47,Compliance,Relationship Manager,908.0,2016-07-06,19,46912,Permanent,4.5,Active
1491,BKAIEMP944381,Warinder,Koshy,Warinder Koshy,Male,1967-07-19,warinder.koshy1491@bankai.com,5128177512,4,Risk Management,Loan Officer,268.0,2019-07-06,32,59217,Permanent,3.5,Active
1492,BKAIEMP452853,Yuvraj,Toor,Yuvraj Toor,Male,1987-07-14,yuvraj.toor1492@bankai.com,5542609723,7,Corporate Banking,Customer Service Executive,813.0,2006-07-09,26,35944,Permanent,3.4,Active
1493,BKAIEMP268049,Manbir,Master,Manbir Master,Male,1994-07-12,manbir.master1493@bankai.com,5467720517,16,Loans,Clerk,312.0,2017-07-06,27,24966,Contract,4.5,Active
1494,BKAIEMP425704,Ishani,Bhat,Ishani Bhat,Female,1980-07-15,ishani.bhat1494@bankai.com,1564783703,18,Finance,Operations Executive,1256.0,2024-07-04,30,42784,Permanent,2.7,Active
1495,BKAIEMP954888,Nikita,Kari,Nikita Kari,Female,1989-07-13,nikita.kari1495@bankai.com,2741485726,69,Human Resources,Assistant Manager,1310.0,2014-07-07,32,61965,Permanent,4.8,Active
1496,BKAIEMP604575,Gabriel,Natarajan,Gabriel Natarajan,Male,1974-07-17,gabriel.natarajan1496@bankai.com,6862728840,72,Loans,Customer Service Executive,402.0,2024-07-04,25,30665,Permanent,4.7,Active
1497,BKAIEMP567785,Ladli,Deshpande,Ladli Deshpande,Female,1997-07-11,ladli.deshpande1497@bankai.com,7632713538,92,Risk Management,Credit Analyst,539.0,2021-07-05,17,77852,Permanent,4.3,Active
1498,BKAIEMP871139,Ekapad,Parmar,Ekapad Parmar,Male,1975-07-17,ekapad.parmar1498@bankai.com,3868790604,44,Operations,Customer Service Executive,881.0,2015-07-07,14,44291,Permanent,4.7,Active
1499,BKAIEMP486395,Jackson,Goda,Jackson Goda,Male,1989-07-13,jackson.goda1499@bankai.com,5534050892,66,Loans,Cashier,635.0,2022-07-05,10,29043,Permanent,4.2,Active
1500,BKAIEMP149439,Shaurya,Chacko,Shaurya Chacko,Male,2003-07-10,shaurya.chacko1500@bankai.com,9764053567,87,Risk Management,Loan Officer,522.0,2017-07-06,17,59079,Permanent,3.7,Active
1501,BKAIEMP216815,Vedika,Tata,Vedika Tata,Female,1997-07-11,vedika.tata1501@bankai.com,5426190384,25,Loans,Sales Executive,1461.0,2012-07-07,4,39354,Permanent,4.0,Active
1502,BKAIEMP572645,Jagrati,Rau,Jagrati Rau,Female,1977-07-16,jagrati.rau1502@bankai.com,7320222711,100,Risk Management,Operations Executive,423.0,2019-07-06,5,51774,Permanent,4.1,Active
1503,BKAIEMP665073,Yash,Sandhu,Yash Sandhu,Male,1981-07-15,yash.sandhu1503@bankai.com,7162042985,88,Loans,Assistant Manager,150.0,2011-07-08,35,71587,Permanent,4.1,Active
1504,BKAIEMP358933,Tamanna,Kaul,Tamanna Kaul,Female,2003-07-10,tamanna.kaul1504@bankai.com,5216903922,33,Finance,Customer Service Executive,1464.0,2006-07-09,24,31368,Permanent,4.0,Active
1505,BKAIEMP970049,Abhimanyu,Chandran,Abhimanyu Chandran,Male,1996-07-11,abhimanyu.chandran1505@bankai.com,2647106801,35,Information Technology,Operations Executive,470.0,2016-07-06,32,37520,Permanent,2.5,Active
1506,BKAIEMP639704,Janaki,Buch,Janaki Buch,Female,2001-07-10,janaki.buch1506@bankai.com,3705004933,92,Risk Management,Sales Executive,903.0,2011-07-08,6,46552,Permanent,4.8,Active
1507,BKAIEMP366750,Gavin,Kulkarni,Gavin Kulkarni,Male,1982-07-15,gavin.kulkarni1507@bankai.com,6931729476,34,Customer Service,Relationship Manager,876.0,2025-07-04,16,79847,Permanent,3.8,Active
1508,BKAIEMP572211,Indrajit,Bali,Indrajit Bali,Male,1970-07-18,indrajit.bali1508@bankai.com,5402599851,14,Retail Banking,Customer Service Executive,1315.0,2006-07-09,13,35502,Permanent,4.0,Active
1509,BKAIEMP665042,Isaiah,Datta,Isaiah Datta,Male,1981-07-15,isaiah.datta1509@bankai.com,2728129163,80,Information Technology,Customer Service Executive,1187.0,2013-07-07,16,44212,Permanent,4.4,Active
1510,BKAIEMP429779,Upadhriti,Bhargava,Upadhriti Bhargava,Female,1975-07-17,upadhriti.bhargava1510@bankai.com,6676527284,75,Loans,Customer Service Executive,982.0,2023-07-05,19,33986,Permanent,4.2,Active
1511,BKAIEMP884019,Yash,Lanka,Yash Lanka,Male,1981-07-15,yash.lanka1511@bankai.com,0708864067,91,Customer Service,Sales Executive,359.0,2018-07-06,34,34331,Permanent,4.6,Active
1512,BKAIEMP349841,Frado,Basu,Frado Basu,Male,1969-07-18,frado.basu1512@bankai.com,1929022154,14,Loans,Relationship Manager,231.0,2006-07-09,15,77765,Permanent,4.8,Active
1513,BKAIEMP642198,Meera,Lad,Meera Lad,Female,1973-07-17,meera.lad1513@bankai.com,9322533320,7,Information Technology,Relationship Manager,1141.0,2020-07-05,11,55995,Permanent,2.6,Active
1514,BKAIEMP117068,Bahadurjit,Baria,Bahadurjit Baria,Male,2001-07-10,bahadurjit.baria1514@bankai.com,5550193545,89,Human Resources,Relationship Manager,791.0,2012-07-07,0,73440,Permanent,2.6,Active
1515,BKAIEMP940997,Yashawini,Mane,Yashawini Mane,Female,1975-07-17,yashawini.mane1515@bankai.com,9333243629,92,Risk Management,Customer Service Executive,250.0,2026-07-04,35,42948,Permanent,3.2,Active
1516,BKAIEMP679896,Amara,Palan,Amara Palan,Female,1987-07-14,amara.palan1516@bankai.com,1244129075,41,Operations,Loan Officer,1314.0,2024-07-04,15,68445,Permanent,4.5,Active
1517,BKAIEMP772676,Ekani,Bhalla,Ekani Bhalla,Female,1997-07-11,ekani.bhalla1517@bankai.com,2376317749,25,Finance,Operations Executive,634.0,2013-07-07,35,49290,Permanent,4.2,Active
1518,BKAIEMP579245,Bachittar,Aurora,Bachittar Aurora,Male,1980-07-15,bachittar.aurora1518@bankai.com,2941937591,24,Retail Banking,Operations Executive,758.0,2018-07-06,1,40794,Contract,4.0,Active
1519,BKAIEMP557086,Rudra,Sekhon,Rudra Sekhon,Male,1978-07-16,rudra.sekhon1519@bankai.com,3175362647,86,Risk Management,Branch Manager,,2013-07-07,2,125215,Permanent,2.5,Active
1520,BKAIEMP843397,Sudiksha,Krishnamurthy,Sudiksha Krishnamurthy,Female,2000-07-10,sudiksha.krishnamurthy1520@bankai.com,1209617300,91,Operations,Loan Officer,578.0,2026-07-04,5,64295,Permanent,2.8,Active
1521,BKAIEMP143995,Zinal,Luthra,Zinal Luthra,Female,1972-07-17,zinal.luthra1521@bankai.com,2403211535,79,Retail Banking,Customer Service Executive,753.0,2009-07-08,30,31378,Permanent,3.9,Active
1522,BKAIEMP267044,Champak,Madan,Champak Madan,Male,1981-07-15,champak.madan1522@bankai.com,2191430877,78,Compliance,Customer Service Executive,32.0,2010-07-08,25,32670,Permanent,3.9,Active
1523,BKAIEMP815263,Kalpit,Shukla,Kalpit Shukla,Male,1974-07-17,kalpit.shukla1523@bankai.com,5422188345,79,Corporate Banking,Relationship Manager,746.0,2026-07-04,33,69313,Permanent,3.6,Active
1524,BKAIEMP124509,Hemangini,Amble,Hemangini Amble,Female,1967-07-19,hemangini.amble1524@bankai.com,8770676933,31,Loans,Customer Service Executive,46.0,2024-07-04,24,29348,Permanent,4.3,Inactive
1525,BKAIEMP705355,Tanveer,Pandya,Tanveer Pandya,Male,1970-07-18,tanveer.pandya1525@bankai.com,5902578464,24,Risk Management,Clerk,31.0,2017-07-06,33,23288,Permanent,2.5,Active
1526,BKAIEMP176377,Yashasvi,Parmer,Yashasvi Parmer,Female,1976-07-16,yashasvi.parmer1526@bankai.com,8256726208,47,Finance,Cashier,1046.0,2016-07-06,8,28859,Permanent,3.6,Active
1527,BKAIEMP503803,Dev,Ganguly,Dev Ganguly,Male,1967-07-19,dev.ganguly1527@bankai.com,4355196282,24,Corporate Banking,Relationship Manager,198.0,2009-07-08,18,54480,Permanent,4.0,Active
1528,BKAIEMP270623,Aarna,Cherian,Aarna Cherian,Female,1996-07-11,aarna.cherian1528@bankai.com,5624728639,78,Compliance,Cashier,685.0,2010-07-08,11,44255,Permanent,2.6,Active
1529,BKAIEMP379341,Chandani,Gara,Chandani Gara,Female,1997-07-11,chandani.gara1529@bankai.com,3414992900,14,Human Resources,Credit Analyst,710.0,2017-07-06,23,74434,Permanent,4.6,Active
1530,BKAIEMP232465,Harinakshi,Sawhney,Harinakshi Sawhney,Female,1982-07-15,harinakshi.sawhney1530@bankai.com,2660450956,64,Retail Banking,Relationship Manager,1455.0,2008-07-08,9,46183,Contract,2.6,Active
1531,BKAIEMP529925,William,Mane,William Mane,Male,1988-07-13,william.mane1531@bankai.com,0391019335,7,Compliance,Operations Executive,352.0,2020-07-05,21,34456,Permanent,4.7,Inactive
1532,BKAIEMP856148,Gaurang,Desai,Gaurang Desai,Male,1988-07-13,gaurang.desai1532@bankai.com,4711936006,1,Retail Banking,Credit Analyst,183.0,2011-07-08,20,84089,Permanent,4.8,Active
1533,BKAIEMP352046,Vihaan,Sunder,Vihaan Sunder,Male,2000-07-10,vihaan.sunder1533@bankai.com,5646160762,18,Risk Management,Loan Officer,149.0,2014-07-07,28,59454,Permanent,2.7,Active
1534,BKAIEMP195909,Zansi,Pandya,Zansi Pandya,Female,1998-07-11,zansi.pandya1534@bankai.com,0953723461,74,Finance,Customer Service Executive,3.0,2007-07-09,3,30832,Permanent,4.7,Active
1535,BKAIEMP548165,Jasmit,Choudhry,Jasmit Choudhry,Female,2000-07-10,jasmit.choudhry1535@bankai.com,3610944164,96,Retail Banking,Assistant Manager,1524.0,2015-07-07,11,67451,Contract,4.7,Active
1536,BKAIEMP134422,Saumya,Palla,Saumya Palla,Female,1976-07-16,saumya.palla1536@bankai.com,4137277685,10,Risk Management,Relationship Manager,1216.0,2016-07-06,2,45963,Permanent,3.7,Active
1537,BKAIEMP701885,Udyati,Joshi,Udyati Joshi,Female,1986-07-14,udyati.joshi1537@bankai.com,9429046175,72,Finance,Customer Service Executive,1432.0,2017-07-06,32,32438,Permanent,2.9,Active
1538,BKAIEMP999115,Thomas,Bahri,Thomas Bahri,Male,1979-07-16,thomas.bahri1538@bankai.com,7999324202,45,Loans,Customer Service Executive,1219.0,2018-07-06,13,34143,Contract,4.4,Active
1539,BKAIEMP248112,Vamakshi,Morar,Vamakshi Morar,Female,1975-07-17,vamakshi.morar1539@bankai.com,4172345653,26,Customer Service,Clerk,1103.0,2024-07-04,32,25493,Permanent,4.3,Active
1540,BKAIEMP912314,Joshua,Sen,Joshua Sen,Male,1970-07-18,joshua.sen1540@bankai.com,2548536268,85,Information Technology,Assistant Manager,826.0,2019-07-06,22,82433,Permanent,3.7,Active
1541,BKAIEMP559119,Vinaya,Ghose,Vinaya Ghose,Female,1989-07-13,vinaya.ghose1541@bankai.com,8641009538,68,Operations,Sales Executive,691.0,2022-07-05,23,43784,Permanent,3.5,Active
1542,BKAIEMP569557,Krish,Ghosh,Krish Ghosh,Male,1993-07-12,krish.ghosh1542@bankai.com,6435990093,76,Human Resources,Assistant Manager,449.0,2018-07-06,27,89196,Permanent,3.9,Active
1543,BKAIEMP501211,Karan,Sane,Karan Sane,Male,1986-07-14,karan.sane1543@bankai.com,4761437884,52,Loans,Relationship Manager,1107.0,2025-07-04,14,66682,Permanent,3.6,Active
1544,BKAIEMP570795,Atharv,Randhawa,Atharv Randhawa,Male,1966-07-19,atharv.randhawa1544@bankai.com,1875646726,43,Finance,Assistant Manager,164.0,2015-07-07,23,73011,Permanent,3.9,Active
1545,BKAIEMP902852,Bahadurjit,Pillai,Bahadurjit Pillai,Male,1985-07-14,bahadurjit.pillai1545@bankai.com,1858990027,14,Retail Banking,Assistant Manager,1011.0,2006-07-09,21,82932,Permanent,2.6,Inactive
1546,BKAIEMP204980,Christopher,Apte,Christopher Apte,Male,1976-07-16,christopher.apte1546@bankai.com,5078604356,100,Human Resources,Loan Officer,795.0,2023-07-05,5,36251,Permanent,4.5,Active
1547,BKAIEMP276360,Andrew,Kari,Andrew Kari,Male,2004-07-09,andrew.kari1547@bankai.com,7469833067,52,Information Technology,Cashier,760.0,2019-07-06,11,35326,Permanent,4.8,Active
1548,BKAIEMP186709,Samaksh,Sinha,Samaksh Sinha,Male,1997-07-11,samaksh.sinha1548@bankai.com,8222667941,24,Compliance,Relationship Manager,643.0,2008-07-08,0,68418,Permanent,2.6,Active
1549,BKAIEMP182774,Upkaar,Trivedi,Upkaar Trivedi,Male,1985-07-14,upkaar.trivedi1549@bankai.com,5385906739,15,Finance,Sales Executive,440.0,2021-07-05,3,59704,Permanent,4.9,Active
1550,BKAIEMP133544,Frado,Varma,Frado Varma,Male,1977-07-16,frado.varma1550@bankai.com,6055049221,37,Retail Banking,Loan Officer,1009.0,2023-07-05,21,64028,Permanent,4.6,Active
1551,BKAIEMP775192,Siddharth,Brahmbhatt,Siddharth Brahmbhatt,Male,2004-07-09,siddharth.brahmbhatt1551@bankai.com,7066320162,30,Corporate Banking,Clerk,99.0,2026-07-04,23,28433,Permanent,4.2,Active
1552,BKAIEMP823548,Gopal,Goel,Gopal Goel,Male,1968-07-18,gopal.goel1552@bankai.com,9827182653,16,Retail Banking,Operations Executive,569.0,2015-07-07,13,34130,Contract,4.7,Active
1553,BKAIEMP167538,Veer,Ahuja,Veer Ahuja,Male,2001-07-10,veer.ahuja1553@bankai.com,4942694203,70,Customer Service,Operations Executive,1284.0,2007-07-09,18,33073,Contract,5.0,Active
1554,BKAIEMP476621,Caleb,Khanna,Caleb Khanna,Male,1983-07-15,caleb.khanna1554@bankai.com,4901459967,98,Operations,Credit Analyst,766.0,2008-07-08,34,72312,Permanent,3.4,Active
1555,BKAIEMP775414,Gaurav,Bhatt,Gaurav Bhatt,Male,2004-07-09,gaurav.bhatt1555@bankai.com,8730549824,51,Information Technology,Clerk,878.0,2009-07-08,0,22963,Permanent,3.5,Active
1556,BKAIEMP602249,Liam,Korpal,Liam Korpal,Male,1973-07-17,liam.korpal1556@bankai.com,2178167806,35,Loans,Operations Executive,1468.0,2020-07-05,15,51699,Permanent,4.6,Active
1557,BKAIEMP121507,Dakshesh,Oza,Dakshesh Oza,Male,2005-07-09,dakshesh.oza1557@bankai.com,1649281503,51,Compliance,Clerk,939.0,2014-07-07,14,34431,Permanent,2.9,Active
1558,BKAIEMP176418,Wazir,Bhagat,Wazir Bhagat,Male,1974-07-17,wazir.bhagat1558@bankai.com,6407030880,28,Risk Management,Customer Service Executive,642.0,2018-07-06,0,29260,Permanent,3.0,Active
1559,BKAIEMP758229,Fariq,Ratti,Fariq Ratti,Male,1994-07-12,fariq.ratti1559@bankai.com,8296824485,85,Information Technology,Relationship Manager,1439.0,2022-07-05,3,59341,Permanent,3.3,Active
1560,BKAIEMP699070,Ethan,Varty,Ethan Varty,Male,2003-07-10,ethan.varty1560@bankai.com,9274116806,83,Risk Management,Operations Executive,1387.0,2025-07-04,2,41670,Permanent,4.1,Active
1561,BKAIEMP354778,Reyansh,Choudhary,Reyansh Choudhary,Male,2005-07-09,reyansh.choudhary1561@bankai.com,7662080820,20,Corporate Banking,Cashier,182.0,2014-07-07,16,37864,Permanent,4.5,Active
1562,BKAIEMP578715,Vedant,Bhandari,Vedant Bhandari,Male,1984-07-14,vedant.bhandari1562@bankai.com,6344435962,97,Information Technology,Credit Analyst,1140.0,2009-07-08,21,79566,Permanent,3.9,Active
1563,BKAIEMP426825,Xavier,Ahuja,Xavier Ahuja,Male,1995-07-12,xavier.ahuja1563@bankai.com,2042425369,51,Retail Banking,Operations Executive,473.0,2019-07-06,27,43732,Permanent,4.7,Active
1564,BKAIEMP470905,Garima,Kapoor,Garima Kapoor,Female,1972-07-17,garima.kapoor1564@bankai.com,5302849760,24,Corporate Banking,Relationship Manager,524.0,2012-07-07,23,75367,Permanent,4.2,Active
